Visitor/Neutral;PTS;Home/Neutral;PTS
Portland Trail Blazers;110;Washington Wizards;99
Houston Rockets;107;Cleveland Cavaliers;118
Memphis Grizzlies;94;Denver Nuggets;91
Golden State Warriors;97;Los Angeles Clippers;93
Boston Celtics;94;Los Angeles Lakers;97
Philadelphia 76ers;106;New York Knicks;94
Indiana Pacers;94;Orlando Magic;107
Atlanta Hawks;106;Sacramento Kings;99
Milwaukee Bucks;105;Toronto Raptors;99
New York Knicks;99;Chicago Bulls;104
Boston Celtics;94;Los Angeles Clippers;85
Milwaukee Bucks;105;New Jersey Nets;99
Charlotte Bobcats;73;New Orleans Hornets;71
Minnesota Timberwolves;127;Phoenix Suns;124
Washington Wizards;97;San Antonio Spurs;112
Detroit Pistons;90;Utah Jazz;105
Toronto Raptors;96;Cleveland Cavaliers;88
Washington Wizards;98;Dallas Mavericks;107
Atlanta Hawks;117;Denver Nuggets;118
Portland Trail Blazers;75;Indiana Pacers;92
Los Angeles Lakers;116;Memphis Grizzlies;111
Houston Rockets;104;Oklahoma City Thunder;103
Miami Heat;98;Orlando Magic;104
Golden State Warriors;115;Sacramento Kings;89
Miami Heat;102;Chicago Bulls;106
Boston Celtics;105;Golden State Warriors;103
Charlotte Bobcats;87;Houston Rockets;107
Philadelphia 76ers;94;Indiana Pacers;111
Atlanta Hawks;82;Los Angeles Clippers;96
Cleveland Cavaliers;105;Milwaukee Bucks;115
Toronto Raptors;84;New Jersey Nets;98
Los Angeles Lakers;107;New Orleans Hornets;101
Portland Trail Blazers;79;New York Knicks;121
Utah Jazz;111;Phoenix Suns;120
Detroit Pistons;124;Sacramento Kings;112
Orlando Magic;111;San Antonio Spurs;122
Charlotte Bobcats;96;Dallas Mavericks;101
Oklahoma City Thunder;103;Denver Nuggets;90
Phoenix Suns;91;Los Angeles Clippers;87
Washington Wizards;99;New Orleans Hornets;89
Minnesota Timberwolves;105;Utah Jazz;111
Washington Wizards;88;Atlanta Hawks;102
Portland Trail Blazers;100;Chicago Bulls;89
Milwaukee Bucks;120;Golden State Warriors;98
Minnesota Timberwolves;92;Los Angeles Lakers;97
Toronto Raptors;114;Memphis Grizzlies;110
Indiana Pacers;100;New York Knicks;115
San Antonio Spurs;114;Oklahoma City Thunder;105
New Jersey Nets;70;Orlando Magic;86
Miami Heat;84;Philadelphia 76ers;78
Detroit Pistons;101;Phoenix Suns;109
Boston Celtics;95;Sacramento Kings;120
Toronto Raptors;103;Charlotte Bobcats;107
Philadelphia 76ers;80;Chicago Bulls;89
San Antonio Spurs;99;Dallas Mavericks;106
Boston Celtics;91;Denver Nuggets;98
New York Knicks;102;Indiana Pacers;88
Houston Rockets;91;Los Angeles Clippers;95
New Orleans Hornets;102;New Jersey Nets;94
Golden State Warriors;92;Utah Jazz;99
Atlanta Hawks;103;Cleveland Cavaliers;87
Detroit Pistons;83;Los Angeles Clippers;87
Utah Jazz;103;Los Angeles Lakers;99
Washington Wizards;92;Memphis Grizzlies;97
Orlando Magic;81;Miami Heat;91
Portland Trail Blazers;95;Oklahoma City Thunder;111
Houston Rockets;86;Phoenix Suns;99
Minnesota Timberwolves;99;Sacramento Kings;115
Boston Celtics;79;Atlanta Hawks;76
Philadelphia 76ers;105;Charlotte Bobcats;80
Dallas Mavericks;112;Denver Nuggets;95
Minnesota Timberwolves;97;Golden State Warriors;93
Cleveland Cavaliers;105;New Jersey Nets;100
Chicago Bulls;85;Orlando Magic;59
Los Angeles Lakers;104;Houston Rockets;107
Los Angeles Clippers;89;Indiana Pacers;102
Phoenix Suns;95;Miami Heat;99
Toronto Raptors;87;New York Knicks;106
Milwaukee Bucks;116;Portland Trail Blazers;87
Memphis Grizzlies;110;Sacramento Kings;119
Oklahoma City Thunder;90;Utah Jazz;97
Cleveland Cavaliers;102;Atlanta Hawks;103
Los Angeles Lakers;109;Dallas Mavericks;93
Detroit Pistons;115;Denver Nuggets;116
Washington Wizards;108;New Jersey Nets;89
Golden State Warriors;101;New Orleans Hornets;92
Los Angeles Clippers;91;Oklahoma City Thunder;114
Phoenix Suns;93;Orlando Magic;103
New York Knicks;82;Philadelphia 76ers;79
Minnesota Timberwolves;100;San Antonio Spurs;116
Chicago Bulls;94;Toronto Raptors;82
Golden State Warriors;83;Houston Rockets;109
Boston Celtics;100;Milwaukee Bucks;91
Los Angeles Clippers;90;New Orleans Hornets;97
Memphis Grizzlies;93;Portland Trail Blazers;97
Utah Jazz;103;Sacramento Kings;102
Indiana Pacers;85;Washington Wizards;83
New Jersey Nets;84;Atlanta Hawks;93
Milwaukee Bucks;112;Charlotte Bobcats;92
Miami Heat;88;Detroit Pistons;73
Phoenix Suns;113;Indiana Pacers;111
Portland Trail Blazers;96;Los Angeles Lakers;103
Minnesota Timberwolves;140;Oklahoma City Thunder;149
Cleveland Cavaliers;80;Orlando Magic;93
Boston Celtics;86;Philadelphia 76ers;99
Dallas Mavericks;87;San Antonio Spurs;104
New York Knicks;79;Toronto Raptors;96
Denver Nuggets;102;Utah Jazz;121
Toronto Raptors;101;Chicago Bulls;102
Sacramento Kings;108;Golden State Warriors;111
Dallas Mavericks;101;Houston Rockets;99
Memphis Grizzlies;85;Los Angeles Clippers;101
Indiana Pacers;125;Milwaukee Bucks;104
Charlotte Bobcats;89;New Jersey Nets;102
San Antonio Spurs;89;New Orleans Hornets;86
Detroit Pistons;79;New York Knicks;101
Atlanta Hawks;95;Washington Wizards;92
Utah Jazz;133;Atlanta Hawks;139
Washington Wizards;76;Boston Celtics;88
Phoenix Suns;108;Cleveland Cavaliers;83
Memphis Grizzlies;102;Los Angeles Lakers;96
Denver Nuggets;100;Minnesota Timberwolves;117
Miami Heat;87;Oklahoma City Thunder;103
Golden State Warriors;87;Portland Trail Blazers;90
Philadelphia 76ers;76;San Antonio Spurs;93
Boston Celtics;102;Charlotte Bobcats;95
Denver Nuggets;108;Chicago Bulls;91
Sacramento Kings;106;Houston Rockets;113
Miami Heat;90;Indiana Pacers;105
New Orleans Hornets;85;Los Angeles Clippers;97
Utah Jazz;105;New Jersey Nets;84
Milwaukee Bucks;80;New York Knicks;89
Orlando Magic;117;Toronto Raptors;101
Detroit Pistons;79;Washington Wizards;77
Houston Rockets;81;Dallas Mavericks;90
Los Angeles Lakers;104;Golden State Warriors;101
Minnesota Timberwolves;86;Memphis Grizzlies;93
Atlanta Hawks;101;Milwaukee Bucks;108
Cleveland Cavaliers;85;Philadelphia 76ers;103
San Antonio Spurs;107;Phoenix Suns;100
Oklahoma City Thunder;109;Portland Trail Blazers;95
Chicago Bulls;98;Atlanta Hawks;77
Utah Jazz;82;Boston Celtics;94
Minnesota Timberwolves;88;Charlotte Bobcats;83
Detroit Pistons;87;Cleveland Cavaliers;75
New Orleans Hornets;102;Golden State Warriors;87
Phoenix Suns;86;Los Angeles Clippers;103
Indiana Pacers;84;New Jersey Nets;100
Orlando Magic;86;New York Knicks;108
San Antonio Spurs;117;Sacramento Kings;112
Denver Nuggets;96;Toronto Raptors;105
Washington Wizards;89;Indiana Pacers;93
Oklahoma City Thunder;102;Los Angeles Lakers;93
Dallas Mavericks;85;Miami Heat;106
New Orleans Hornets;93;Portland Trail Blazers;99
New York Knicks;90;Atlanta Hawks;100
Denver Nuggets;99;Charlotte Bobcats;88
Detroit Pistons;71;Chicago Bulls;83
Milwaukee Bucks;121;Cleveland Cavaliers;84
New Jersey Nets;102;Golden State Warriors;100
Memphis Grizzlies;89;Houston Rockets;98
Portland Trail Blazers;97;Los Angeles Clippers;98
Boston Celtics;100;Minnesota Timberwolves;79
Dallas Mavericks;100;Orlando Magic;98
Miami Heat;113;Toronto Raptors;101
Sacramento Kings;104;Utah Jazz;103
Philadelphia 76ers;76;Washington Wizards;97
Charlotte Bobcats;107;Detroit Pistons;110
Utah Jazz;96;Los Angeles Clippers;105
New Orleans Hornets;85;Los Angeles Lakers;88
Memphis Grizzlies;99;Milwaukee Bucks;95
Cleveland Cavaliers;75;New York Knicks;91
Atlanta Hawks;90;Philadelphia 76ers;95
New Jersey Nets;111;Sacramento Kings;99
Indiana Pacers;103;San Antonio Spurs;112
Miami Heat;72;Boston Celtics;91
Indiana Pacers;104;Houston Rockets;102
Golden State Warriors;112;Los Angeles Lakers;120
Chicago Bulls;78;Oklahoma City Thunder;92
Denver Nuggets;104;Orlando Magic;101
New Orleans Hornets;75;Phoenix Suns;92
Minnesota Timberwolves;106;Portland Trail Blazers;119
Washington Wizards;92;Toronto Raptors;99
Houston Rockets;99;Chicago Bulls;93
Los Angeles Clippers;94;Dallas Mavericks;75
Memphis Grizzlies;94;Oklahoma City Thunder;88
Utah Jazz;102;Portland Trail Blazers;97
Minnesota Timberwolves;108;Sacramento Kings;116
Milwaukee Bucks;112;Washington Wizards;98
San Antonio Spurs;125;Cleveland Cavaliers;90
Orlando Magic;95;Detroit Pistons;102
New York Knicks;104;Indiana Pacers;112
New Jersey Nets;87;Los Angeles Lakers;91
Golden State Warriors;94;Memphis Grizzlies;98
Philadelphia 76ers;93;Miami Heat;99
Phoenix Suns;109;Sacramento Kings;100
Charlotte Bobcats;87;Toronto Raptors;92
Charlotte Bobcats;93;Atlanta Hawks;120
San Antonio Spurs;87;Boston Celtics;86
Memphis Grizzlies;85;Dallas Mavericks;95
Los Angeles Lakers;113;Los Angeles Clippers;108
Oklahoma City Thunder;93;Miami Heat;98
Cleveland Cavaliers;98;Milwaukee Bucks;107
Golden State Warriors;97;Minnesota Timberwolves;94
Denver Nuggets;92;New Orleans Hornets;94
Toronto Raptors;99;Philadelphia 76ers;78
New Jersey Nets;88;Portland Trail Blazers;101
Phoenix Suns;107;Utah Jazz;105
Indiana Pacers;109;Washington Wizards;96
Boston Celtics;86;Chicago Bulls;93
Washington Wizards;94;Detroit Pistons;99
New York Knicks;96;Orlando Magic;80
Los Angeles Clippers;93;Sacramento Kings;85
Detroit Pistons;96;Atlanta Hawks;101
Portland Trail Blazers;99;Dallas Mavericks;97
Phoenix Suns;99;Denver Nuggets;105
Oklahoma City Thunder;98;Indiana Pacers;103
Houston Rockets;112;Los Angeles Lakers;107
Memphis Grizzlies;97;Miami Heat;82
Charlotte Bobcats;90;Milwaukee Bucks;95
Washington Wizards;98;New Jersey Nets;110
New Orleans Hornets;103;San Antonio Spurs;128
Cleveland Cavaliers;84;Toronto Raptors;80
Golden State Warriors;98;Utah Jazz;104
Atlanta Hawks;116;Charlotte Bobcats;96
Denver Nuggets;97;Golden State Warriors;112
Boston Celtics;86;Indiana Pacers;72
Sacramento Kings;94;Los Angeles Clippers;109
Dallas Mavericks;89;Memphis Grizzlies;94
Portland Trail Blazers;94;Milwaukee Bucks;116
Minnesota Timberwolves;90;New Orleans Hornets;99
Orlando Magic;88;Philadelphia 76ers;82
Los Angeles Lakers;105;Phoenix Suns;125
Philadelphia 76ers;79;Boston Celtics;103
Detroit Pistons;75;Miami Heat;98
Cleveland Cavaliers;117;New Jersey Nets;122
Chicago Bulls;99;New York Knicks;100
Toronto Raptors;75;Oklahoma City Thunder;91
Houston Rockets;104;Sacramento Kings;87
Utah Jazz;104;San Antonio Spurs;114
Washington Wizards;113;Charlotte Bobcats;85
Golden State Warriors;84;Denver Nuggets;123
Toronto Raptors;98;Indiana Pacers;103
Los Angeles Clippers;85;Memphis Grizzlies;94
Oklahoma City Thunder;109;Milwaukee Bucks;89
Phoenix Suns;114;Minnesota Timberwolves;90
Los Angeles Lakers;93;New Orleans Hornets;91
Detroit Pistons;89;Orlando Magic;119
Houston Rockets;94;Portland Trail Blazers;89
San Antonio Spurs;84;Utah Jazz;91
New York Knicks;86;Chicago Bulls;98
Charlotte Bobcats;90;Cleveland Cavaliers;103
Sacramento Kings;100;Dallas Mavericks;110
Boston Celtics;115;Miami Heat;107
Philadelphia 76ers;107;New Jersey Nets;88
Orlando Magic;85;Washington Wizards;93
Atlanta Hawks;86;Boston Celtics;88
Indiana Pacers;104;Cleveland Cavaliers;98
Minnesota Timberwolves;107;Denver Nuggets;113
Utah Jazz;103;Houston Rockets;91
Phoenix Suns;93;Memphis Grizzlies;104
New York Knicks;111;Milwaukee Bucks;107
Sacramento Kings;96;New Orleans Hornets;105
Los Angeles Clippers;100;Oklahoma City Thunder;98
Golden State Warriors;110;Portland Trail Blazers;118
Los Angeles Lakers;98;San Antonio Spurs;84
Philadelphia 76ers;93;Toronto Raptors;75
Detroit Pistons;109;Charlotte Bobcats;85
Miami Heat;86;Chicago Bulls;96
Dallas Mavericks;112;Golden State Warriors;103
Los Angeles Clippers;95;Minnesota Timberwolves;82
Memphis Grizzlies;97;San Antonio Spurs;107
Milwaukee Bucks;113;Detroit Pistons;97
Phoenix Suns;112;Houston Rockets;105
Cleveland Cavaliers;83;Indiana Pacers;102
Denver Nuggets;97;Los Angeles Lakers;103
Charlotte Bobcats;82;Miami Heat;105
Utah Jazz;85;New Orleans Hornets;96
Washington Wizards;65;New York Knicks;103
Sacramento Kings;89;Oklahoma City Thunder;115
Atlanta Hawks;109;Orlando Magic;81
New Jersey Nets;95;Philadelphia 76ers;89
Dallas Mavericks;97;Portland Trail Blazers;94
Boston Celtics;79;Toronto Raptors;84
Golden State Warriors;104;Los Angeles Clippers;112
Utah Jazz;98;Memphis Grizzlies;103
Indiana Pacers;105;Milwaukee Bucks;99
Oklahoma City Thunder;115;Minnesota Timberwolves;110
Boston Celtics;94;New Jersey Nets;82
Phoenix Suns;91;San Antonio Spurs;105
Cleveland Cavaliers;98;Washington Wizards;89
Toronto Raptors;102;Atlanta Hawks;86
Boston Celtics;94;Charlotte Bobcats;82
Orlando Magic;100;Cleveland Cavaliers;84
Houston Rockets;86;Denver Nuggets;101
Chicago Bulls;100;Detroit Pistons;94
Dallas Mavericks;108;Los Angeles Lakers;112
Memphis Grizzlies;75;New Orleans Hornets;88
Miami Heat;93;New York Knicks;85
Portland Trail Blazers;103;Sacramento Kings;104
New Orleans Hornets;75;Charlotte Bobcats;67
Washington Wizards;87;Chicago Bulls;84
San Antonio Spurs;120;Golden State Warriors;99
Denver Nuggets;105;Houston Rockets;102
Minnesota Timberwolves;88;Indiana Pacers;111
Oklahoma City Thunder;77;Los Angeles Clippers;92
Miami Heat;101;New Jersey Nets;98
Philadelphia 76ers;100;Orlando Magic;113
Portland Trail Blazers;107;Phoenix Suns;125
Atlanta Hawks;109;Toronto Raptors;87
Dallas Mavericks;121;Utah Jazz;123
Cleveland Cavaliers;77;Detroit Pistons;116
San Antonio Spurs;112;Los Angeles Lakers;91
Memphis Grizzlies;91;Minnesota Timberwolves;84
Boston Celtics;110;New York Knicks;118
Indiana Pacers;102;Philadelphia 76ers;97
Detroit Pistons;84;Atlanta Hawks;116
Orlando Magic;98;Boston Celtics;102
Chicago Bulls;100;Charlotte Bobcats;68
Philadelphia 76ers;103;Cleveland Cavaliers;87
Houston Rockets;110;Dallas Mavericks;117
Los Angeles Clippers;104;Denver Nuggets;98
Los Angeles Lakers;99;Golden State Warriors;87
New Orleans Hornets;91;Memphis Grizzlies;103
Toronto Raptors;72;Miami Heat;96
New York Knicks;104;New Jersey Nets;95
Oklahoma City Thunder;109;Phoenix Suns;97
Utah Jazz;112;Portland Trail Blazers;91
San Antonio Spurs;127;Sacramento Kings;102
Milwaukee Bucks;112;Washington Wizards;121
Minnesota Timberwolves;91;Detroit Pistons;80
Milwaukee Bucks;109;Indiana Pacers;118
Chicago Bulls;72;Miami Heat;83
Houston Rockets;99;New Orleans Hornets;105
Los Angeles Clippers;90;Phoenix Suns;93
Boston Celtics;92;Atlanta Hawks;97
Memphis Grizzlies;85;Charlotte Bobcats;80
New York Knicks;90;Cleveland Cavaliers;98
Golden State Warriors;94;Dallas Mavericks;104
Oklahoma City Thunder;103;Sacramento Kings;92
Los Angeles Lakers;97;San Antonio Spurs;121
Dallas Mavericks;83;Chicago Bulls;93
Golden State Warriors;96;Houston Rockets;99
Philadelphia 76ers;109;Indiana Pacers;106
Portland Trail Blazers;89;Memphis Grizzlies;93
Washington Wizards;86;Miami Heat;84
New Jersey Nets;95;Milwaukee Bucks;106
Denver Nuggets;118;Phoenix Suns;107
Orlando Magic;107;Utah Jazz;117
New York Knicks;113;Atlanta Hawks;112
Sacramento Kings;114;Charlotte Bobcats;88
Orlando Magic;74;Denver Nuggets;101
Toronto Raptors;73;Detroit Pistons;76
New Orleans Hornets;98;Los Angeles Clippers;107
Oklahoma City Thunder;106;Los Angeles Lakers;114
Houston Rockets;88;Miami Heat;97
Golden State Warriors;93;Minnesota Timberwolves;88
Cleveland Cavaliers;98;San Antonio Spurs;114
Detroit Pistons;97;Indiana Pacers;103
Cleveland Cavaliers;101;Memphis Grizzlies;109
Toronto Raptors;86;Milwaukee Bucks;92
Philadelphia 76ers;105;New Jersey Nets;87
Portland Trail Blazers;89;San Antonio Spurs;124
Charlotte Bobcats;73;Washington Wizards;101
Los Angeles Clippers;102;Atlanta Hawks;109
Miami Heat;66;Boston Celtics;78
New Orleans Hornets;83;Golden State Warriors;81
Sacramento Kings;110;Oklahoma City Thunder;118
Phoenix Suns;88;Utah Jazz;100
Washington Wizards;96;Cleveland Cavaliers;85
Chicago Bulls;92;Indiana Pacers;87
Philadelphia 76ers;90;Milwaukee Bucks;85
Los Angeles Clippers;93;New York Knicks;99
Denver Nuggets;106;Oklahoma City Thunder;101
Charlotte Bobcats;95;Orlando Magic;102
San Antonio Spurs;110;Phoenix Suns;106
Dallas Mavericks;89;Atlanta Hawks;106
Milwaukee Bucks;74;Boston Celtics;87
New York Knicks;104;Charlotte Bobcats;84
Cleveland Cavaliers;75;Chicago Bulls;107
Philadelphia 76ers;86;Detroit Pistons;108
San Antonio Spurs;107;Golden State Warriors;101
New Orleans Hornets;77;Houston Rockets;84
Orlando Magic;76;Memphis Grizzlies;88
Denver Nuggets;131;Minnesota Timberwolves;102
Los Angeles Lakers;96;Sacramento Kings;113
New Jersey Nets;67;Toronto Raptors;98
Portland Trail Blazers;94;Utah Jazz;96
Miami Heat;70;Washington Wizards;104
